results_type,environment,inter_site_distance_m,site_area_km2,sites_per_km2,frequency_GHz,bandwidth_MHz,number_of_sectors,generation,ant_type,transmission_type,path_loss_dB,received_power_dBm,interference_dBm,sinr_dB,spectral_efficiency_bps_hz,capacity_mbps,capacity_mbps_km2
10_percentile,suburban,8800,67.06500726906692,0.01491090571254199,0.8,10,3,4G,macro,1x1,130.0,-98.0,-105.26326593189265,1.3,0.6016,6.016,0.2691120262999578
10_percentile,suburban,8800,67.06500726906692,0.01491090571254199,2.6,10,3,4G,macro,1x1,139.0,-106.0,-115.99978290702776,-3.52,0.0,0.0,0.0
10_percentile,suburban,8800,67.06500726906692,0.01491090571254199,3.5,50,3,5G,macro,8x8,139.0,-107.0,-119.25959783098372,-11.51,0.0,0.0,0.0
10_percentile,suburban,8800,67.06500726906692,0.01491090571254199,3.7,50,3,5G,macro,8x8,142.0,-109.0,-118.99978290702776,-13.51,0.0,0.0,0.0
10_percentile,suburban,8800,67.06500726906692,0.01491090571254199,26,500,3,5G,macro,8x8,159.0,-126.0,-135.99978290702776,-40.50999999999999,0.0,0.0,0.0
10_percentile,suburban,9600,79.81290121277387,0.012529302716788754,0.7,10,3,5G,macro,8x8,130.0,-97.0,-107.29627884007299,3.05,8.0,80.0,3.0070326520293005
10_percentile,suburban,9600,79.81290121277387,0.012529302716788754,0.8,10,3,4G,macro,1x1,131.0,-100.0,-106.99978290702776,1.27,0.6016,6.016,0.22612885543260336
10_percentile,suburban,9600,79.81290121277387,0.012529302716788754,2.6,10,3,4G,macro,1x1,140.0,-107.0,-117.25959783098372,-4.52,0.0,0.0,0.0
10_percentile,suburban,9600,79.81290121277387,0.012529302716788754,3.5,50,3,5G,macro,8x8,141.0,-109.0,-120.99978290702776,-13.51,0.0,0.0,0.0
10_percentile,suburban,9600,79.81290121277387,0.012529302716788754,3.7,50,3,5G,macro,8x8,143.0,-110.0,-120.26326593189265,-14.51,0.0,0.0,0.0
10_percentile,suburban,9600,79.81290121277387,0.012529302716788754,26,500,3,5G,macro,8x8,160.0,-127.0,-137.25959783098372,-41.51,0.0,0.0,0.0
10_percentile,suburban,10400,93.66930767332488,0.010675855569334796,0.7,10,3,5G,macro,8x8,131.0,-98.0,-108.99978290702776,2.47,8.0,80.0,2.562205336640351
10_percentile,suburban,10400,93.66930767332488,0.010675855569334796,0.8,10,3,4G,macro,1x1,133.0,-101.0,-108.25959783098372,0.42,0.6016,6.016,0.19267784131535443
10_percentile,suburban,10400,93.66930767332488,0.010675855569334796,2.6,10,3,4G,macro,1x1,142.0,-109.0,-118.29627884007297,-6.52,0.0,0.0,0.0
10_percentile,suburban,10400,93.66930767332488,0.010675855569334796,3.5,50,3,5G,macro,8x8,142.0,-110.0,-122.25924267669222,-14.51,0.0,0.0,0.0
10_percentile,suburban,10400,93.66930767332488,0.010675855569334796,3.7,50,3,5G,macro,8x8,145.0,-112.0,-121.82390874094432,-16.51,0.0,0.0,0.0
10_percentile,suburban,10400,93.66930767332488,0.010675855569334796,26,500,3,5G,macro,8x8,162.0,-129.0,-138.29627884007297,-43.51,0.0,0.0,0.0
10_percentile,suburban,11200,108.63422665071997,0.009205201996008066,0.7,10,3,5G,macro,8x8,132.0,-99.0,-110.25959783098372,2.296,6.4,64.0,1.7673987832335487
10_percentile,suburban,11200,108.63422665071997,0.009205201996008066,0.8,10,3,4G,macro,1x1,134.0,-103.0,-109.26326593189265,-0.52,0.0,0.0,0.0
10_percentile,suburban,11200,108.63422665071997,0.009205201996008066,2.6,10,3,4G,macro,1x1,143.0,-110.0,-119.99978290702776,-7.52,0.0,0.0,0.0
10_percentile,suburban,11200,108.63422665071997,0.009205201996008066,3.5,50,3,5G,macro,8x8,143.0,-111.0,-123.25959783098372,-15.51,0.0,0.0,0.0
10_percentile,suburban,11200,108.63422665071997,0.009205201996008066,3.7,50,3,5G,macro,8x8,146.0,-113.0,-122.99978290702776,-17.51,0.0,0.0,0.0
10_percentile,suburban,11200,108.63422665071997,0.009205201996008066,26,500,3,5G,macro,8x8,163.0,-130.0,-139.99978290702776,-44.50999999999999,0.0,0.0,0.0
10_percentile,suburban,12000,124.70765814495915,0.008018753738744803,0.7,10,3,5G,macro,8x8,133.0,-100.0,-111.26326593189265,1.4530000000000003,6.4,64.0,1.539600717839002
10_percentile,suburban,12000,124.70765814495915,0.008018753738744803,0.8,10,3,4G,macro,1x1,135.0,-104.0,-110.99978290702776,-1.52,0.0,0.0,0.0
10_percentile,suburban,12000,124.70765814495915,0.008018753738744803,2.6,10,3,4G,macro,1x1,144.0,-111.0,-121.25924267669222,-8.52,0.0,0.0,0.0
10_percentile,suburban,12000,124.70765814495915,0.008018753738744803,3.5,50,3,5G,macro,8x8,145.0,-113.0,-124.26326593189265,-17.51,0.0,0.0,0.0
10_percentile,suburban,12000,124.70765814495915,0.008018753738744803,3.7,50,3,5G,macro,8x8,147.0,-114.0,-124.25924267669222,-18.51,0.0,0.0,0.0
10_percentile,suburban,12000,124.70765814495915,0.008018753738744803,26,500,3,5G,macro,8x8,164.0,-131.0,-141.25924267669222,-45.51,0.0,0.0,0.0
10_percentile,suburban,12800,141.88960215604243,0.007047732778193674,0.7,10,3,5G,macro,8x8,135.0,-102.0,-112.26326593189265,0.48,6.4,64.0,1.3531646934131853
10_percentile,suburban,12800,141.88960215604243,0.007047732778193674,0.8,10,3,4G,macro,1x1,136.0,-105.0,-111.99978290702776,-2.52,0.0,0.0,0.0
10_percentile,suburban,12800,141.88960215604243,0.007047732778193674,2.6,10,3,4G,macro,1x1,145.0,-112.0,-122.25959783098372,-9.52,0.0,0.0,0.0
10_percentile,suburban,12800,141.88960215604243,0.007047732778193674,3.5,50,3,5G,macro,8x8,146.0,-114.0,-125.29627884007299,-18.51,0.0,0.0,0.0
10_percentile,suburban,12800,141.88960215604243,0.007047732778193674,3.7,50,3,5G,macro,8x8,148.0,-115.0,-125.25959783098372,-19.51,0.0,0.0,0.0
10_percentile,suburban,12800,141.88960215604243,0.007047732778193674,26,500,3,5G,macro,8x8,165.0,-132.0,-142.25959783098372,-46.50999999999999,0.0,0.0,0.0
10_percentile,suburban,13600,160.18005868396978,0.006242974364074673,0.7,10,3,5G,macro,8x8,136.0,-103.0,-113.26326593189265,-0.52,0.0,0.0,0.0
10_percentile,suburban,13600,160.18005868396978,0.006242974364074673,0.8,10,3,4G,macro,1x1,137.0,-106.0,-112.99978290702776,-3.52,0.0,0.0,0.0
10_percentile,suburban,13600,160.18005868396978,0.006242974364074673,2.6,10,3,4G,macro,1x1,146.0,-113.0,-123.25959783098372,-10.52,0.0,0.0,0.0
10_percentile,suburban,13600,160.18005868396978,0.006242974364074673,3.5,50,3,5G,macro,8x8,147.0,-115.0,-126.29627884007297,-19.51,0.0,0.0,0.0
10_percentile,suburban,13600,160.18005868396978,0.006242974364074673,3.7,50,3,5G,macro,8x8,149.0,-116.0,-126.25959783098372,-20.51,0.0,0.0,0.0
10_percentile,suburban,13600,160.18005868396978,0.006242974364074673,26,500,3,5G,macro,8x8,166.0,-133.0,-143.25959783098372,-47.51,0.0,0.0,0.0
10_percentile,suburban,14400,179.5790277287412,0.005568578985239446,0.7,10,3,5G,macro,8x8,137.0,-104.0,-114.26326593189265,-1.52,0.0,0.0,0.0
10_percentile,suburban,14400,179.5790277287412,0.005568578985239446,0.8,10,3,4G,macro,1x1,138.0,-107.0,-113.99978290702776,-4.52,0.0,0.0,0.0
10_percentile,suburban,14400,179.5790277287412,0.005568578985239446,2.6,10,3,4G,macro,1x1,147.0,-114.0,-124.25924267669222,-11.52,0.0,0.0,0.0
10_percentile,suburban,14400,179.5790277287412,0.005568578985239446,3.5,50,3,5G,macro,8x8,148.0,-116.0,-127.29627884007299,-20.51,0.0,0.0,0.0
10_percentile,suburban,14400,179.5790277287412,0.005568578985239446,3.7,50,3,5G,macro,8x8,150.0,-117.0,-127.25959783098372,-21.51,0.0,0.0,0.0
10_percentile,suburban,14400,179.5790277287412,0.005568578985239446,26,500,3,5G,macro,8x8,167.0,-134.0,-144.25924267669222,-48.50999999999999,0.0,0.0,0.0
10_percentile,suburban,15200,200.0865092903567,0.004997838202818783,0.7,10,3,5G,macro,8x8,137.0,-104.0,-115.26326593189265,-1.52,0.0,0.0,0.0
10_percentile,suburban,15200,200.0865092903567,0.004997838202818783,0.8,10,3,4G,macro,1x1,139.0,-108.0,-114.99978290702776,-5.52,0.0,0.0,0.0
10_percentile,suburban,15200,200.0865092903567,0.004997838202818783,2.6,10,3,4G,macro,1x1,148.0,-115.0,-125.25924267669222,-12.52,0.0,0.0,0.0
10_percentile,suburban,15200,200.0865092903567,0.004997838202818783,3.5,50,3,5G,macro,8x8,149.0,-117.0,-128.26326593189265,-21.51,0.0,0.0,0.0
10_percentile,suburban,15200,200.0865092903567,0.004997838202818783,3.7,50,3,5G,macro,8x8,151.0,-118.0,-128.25924267669222,-22.51,0.0,0.0,0.0
10_percentile,suburban,15200,200.0865092903567,0.004997838202818783,26,500,3,5G,macro,8x8,168.0,-135.0,-145.25924267669222,-49.51,0.0,0.0,0.0
10_percentile,suburban,16000,221.70250336881628,0.004510548978043952,0.7,10,3,5G,macro,8x8,138.0,-105.0,-116.25959783098372,-2.52,0.0,0.0,0.0
10_percentile,suburban,16000,221.70250336881628,0.004510548978043952,0.8,10,3,4G,macro,1x1,140.0,-109.0,-115.29627884007299,-6.52,0.0,0.0,0.0
10_percentile,suburban,16000,221.70250336881628,0.004510548978043952,2.6,10,3,4G,macro,1x1,149.0,-116.0,-125.99978290702776,-13.52,0.0,0.0,0.0
10_percentile,suburban,16000,221.70250336881628,0.004510548978043952,3.5,50,3,5G,macro,8x8,149.0,-117.0,-129.26326593189265,-21.51,0.0,0.0,0.0
10_percentile,suburban,16000,221.70250336881628,0.004510548978043952,3.7,50,3,5G,macro,8x8,152.0,-119.0,-128.99978290702776,-23.51,0.0,0.0,0.0
10_percentile,suburban,16000,221.70250336881628,0.004510548978043952,26,500,3,5G,macro,8x8,169.0,-136.0,-145.99978290702776,-50.50999999999999,0.0,0.0,0.0
10_percentile,suburban,16800,244.42700996411995,0.004091200887114696,0.7,10,3,5G,macro,8x8,139.0,-106.0,-117.25924267669222,-3.52,0.0,0.0,0.0
10_percentile,suburban,16800,244.42700996411995,0.004091200887114696,0.8,10,3,4G,macro,1x1,141.0,-109.0,-116.26326593189265,-6.52,0.0,0.0,0.0
10_percentile,suburban,16800,244.42700996411995,0.004091200887114696,2.6,10,3,4G,macro,1x1,150.0,-117.0,-126.99978290702776,-14.52,0.0,0.0,0.0
10_percentile,suburban,16800,244.42700996411995,0.004091200887114696,3.5,50,3,5G,macro,8x8,150.0,-118.0,-130.25959783098372,-22.51,0.0,0.0,0.0
10_percentile,suburban,16800,244.42700996411995,0.004091200887114696,3.7,50,3,5G,macro,8x8,153.0,-120.0,-129.99978290702776,-24.51,0.0,0.0,0.0
10_percentile,suburban,16800,244.42700996411995,0.004091200887114696,26,500,3,5G,macro,8x8,170.0,-137.0,-146.99978290702776,-51.51,0.0,0.0,0.0
10_percentile,suburban,17600,268.2600290762677,0.0037277264281354973,0.7,10,3,5G,macro,8x8,140.0,-107.0,-117.99978290702776,-4.52,0.0,0.0,0.0
10_percentile,suburban,17600,268.2600290762677,0.0037277264281354973,0.8,10,3,4G,macro,1x1,142.0,-110.0,-117.25959783098372,-7.52,0.0,0.0,0.0
10_percentile,suburban,17600,268.2600290762677,0.0037277264281354973,2.6,10,3,4G,macro,1x1,150.0,-117.0,-127.26326593189265,-14.52,0.0,0.0,0.0
10_percentile,suburban,17600,268.2600290762677,0.0037277264281354973,3.5,50,3,5G,macro,8x8,151.0,-119.0,-130.99978290702776,-23.51,0.0,0.0,0.0
10_percentile,suburban,17600,268.2600290762677,0.0037277264281354973,3.7,50,3,5G,macro,8x8,153.0,-120.0,-130.29627884007297,-24.51,0.0,0.0,0.0
10_percentile,suburban,17600,268.2600290762677,0.0037277264281354973,26,500,3,5G,macro,8x8,170.0,-137.0,-147.26326593189265,-51.51,0.0,0.0,0.0
10_percentile,suburban,18400,293.2015607052595,0.0034106230457799256,0.7,10,3,5G,macro,8x8,141.0,-108.0,-118.29627884007297,-5.52,0.0,0.0,0.0
10_percentile,suburban,18400,293.2015607052595,0.0034106230457799256,0.8,10,3,4G,macro,1x1,142.0,-111.0,-117.99978290702776,-8.52,0.0,0.0,0.0
10_percentile,suburban,18400,293.2015607052595,0.0034106230457799256,2.6,10,3,4G,macro,1x1,151.0,-118.0,-128.25959783098372,-15.52,0.0,0.0,0.0
10_percentile,suburban,18400,293.2015607052595,0.0034106230457799256,3.5,50,3,5G,macro,8x8,152.0,-120.0,-131.99978290702776,-24.51,0.0,0.0,0.0
10_percentile,suburban,18400,293.2015607052595,0.0034106230457799256,3.7,50,3,5G,macro,8x8,154.0,-121.0,-131.25959783098372,-25.51,0.0,0.0,0.0
10_percentile,suburban,18400,293.2015607052595,0.0034106230457799256,26,500,3,5G,macro,8x8,171.0,-138.0,-148.25959783098372,-52.50999999999999,0.0,0.0,0.0
10_percentile,suburban,19200,319.25160485109546,0.0031323256791971885,0.7,10,3,5G,macro,8x8,141.0,-108.0,-119.25959783098372,-5.52,0.0,0.0,0.0
10_percentile,suburban,19200,319.25160485109546,0.0031323256791971885,0.8,10,3,4G,macro,1x1,143.0,-112.0,-118.29627884007297,-9.52,0.0,0.0,0.0
10_percentile,suburban,19200,319.25160485109546,0.0031323256791971885,2.6,10,3,4G,macro,1x1,152.0,-119.0,-128.99997828581874,-16.52,0.0,0.0,0.0
10_percentile,suburban,19200,319.25160485109546,0.0031323256791971885,3.5,50,3,5G,macro,8x8,153.0,-120.0,-132.26326593189265,-24.51,0.0,0.0,0.0
10_percentile,suburban,19200,319.25160485109546,0.0031323256791971885,3.7,50,3,5G,macro,8x8,155.0,-122.0,-132.25924267669222,-26.51,0.0,0.0,0.0
10_percentile,suburban,19200,319.25160485109546,0.0031323256791971885,26,500,3,5G,macro,8x8,172.0,-139.0,-148.99997828581874,-53.51,0.0,0.0,0.0
10_percentile,suburban,20000,346.41016151377545,0.002886751345948129,0.7,10,3,5G,macro,8x8,142.0,-109.0,-119.99997828581874,-6.52,0.0,0.0,0.0
10_percentile,suburban,20000,346.41016151377545,0.002886751345948129,0.8,10,3,4G,macro,1x1,144.0,-112.0,-119.25959783098372,-9.52,0.0,0.0,0.0
10_percentile,suburban,20000,346.41016151377545,0.002886751345948129,2.6,10,3,4G,macro,1x1,153.0,-120.0,-129.29627884007297,-17.52,0.0,0.0,0.0
10_percentile,suburban,20000,346.41016151377545,0.002886751345948129,3.5,50,3,5G,macro,8x8,153.0,-121.0,-133.25924267669222,-25.51,0.0,0.0,0.0
10_percentile,suburban,20000,346.41016151377545,0.002886751345948129,3.7,50,3,5G,macro,8x8,156.0,-123.0,-132.99978290702776,-27.51,0.0,0.0,0.0
10_percentile,suburban,20000,346.41016151377545,0.002886751345948129,26,500,3,5G,macro,8x8,173.0,-140.0,-149.29627884007297,-54.50999999999999,0.0,0.0,0.0
10_percentile,suburban,20800,374.6772306932995,0.002668963892333699,0.7,10,3,5G,macro,8x8,143.0,-110.0,-120.29627884007299,-7.52,0.0,0.0,0.0
10_percentile,suburban,20800,374.6772306932995,0.002668963892333699,0.8,10,3,4G,macro,1x1,144.0,-113.0,-119.99997828581874,-10.52,0.0,0.0,0.0
10_percentile,suburban,20800,374.6772306932995,0.002668963892333699,2.6,10,3,4G,macro,1x1,153.0,-120.0,-130.25959783098372,-17.52,0.0,0.0,0.0
10_percentile,suburban,20800,374.6772306932995,0.002668963892333699,3.5,50,3,5G,macro,8x8,154.0,-122.0,-133.99978290702776,-26.51,0.0,0.0,0.0
10_percentile,suburban,20800,374.6772306932995,0.002668963892333699,3.7,50,3,5G,macro,8x8,156.0,-123.0,-133.26326593189265,-27.51,0.0,0.0,0.0
10_percentile,suburban,20800,374.6772306932995,0.002668963892333699,26,500,3,5G,macro,8x8,173.0,-140.0,-150.25959783098372,-54.50999999999999,0.0,0.0,0.0
10_percentile,suburban,21600,404.0528123896677,0.002474923993439754,0.7,10,3,5G,macro,8x8,143.0,-110.0,-121.25959783098372,-7.52,0.0,0.0,0.0
10_percentile,suburban,21600,404.0528123896677,0.002474923993439754,0.8,10,3,4G,macro,1x1,145.0,-114.0,-120.29627884007299,-11.52,0.0,0.0,0.0
10_percentile,suburban,21600,404.0528123896677,0.002474923993439754,2.6,10,3,4G,macro,1x1,154.0,-121.0,-130.99978290702776,-18.52,0.0,0.0,0.0
10_percentile,suburban,21600,404.0528123896677,0.002474923993439754,3.5,50,3,5G,macro,8x8,154.0,-122.0,-134.26326593189265,-26.51,0.0,0.0,0.0
10_percentile,suburban,21600,404.0528123896677,0.002474923993439754,3.7,50,3,5G,macro,8x8,157.0,-124.0,-134.25924267669222,-28.51,0.0,0.0,0.0
10_percentile,suburban,21600,404.0528123896677,0.002474923993439754,26,500,3,5G,macro,8x8,174.0,-141.0,-150.99978290702776,-55.51,0.0,0.0,0.0
10_percentile,suburban,22400,434.53690660287987,0.0023013004990020164,0.7,10,3,5G,macro,8x8,144.0,-111.0,-121.99978290702776,-8.52,0.0,0.0,0.0
10_percentile,suburban,22400,434.53690660287987,0.0023013004990020164,0.8,10,3,4G,macro,1x1,146.0,-114.0,-121.25959783098372,-11.52,0.0,0.0,0.0
10_percentile,suburban,22400,434.53690660287987,0.0023013004990020164,2.6,10,3,4G,macro,1x1,154.0,-121.0,-131.29627884007297,-18.52,0.0,0.0,0.0
10_percentile,suburban,22400,434.53690660287987,0.0023013004990020164,3.5,50,3,5G,macro,8x8,155.0,-123.0,-135.25924267669222,-27.51,0.0,0.0,0.0
10_percentile,suburban,22400,434.53690660287987,0.0023013004990020164,3.7,50,3,5G,macro,8x8,158.0,-125.0,-134.29627884007297,-29.51,0.0,0.0,0.0
10_percentile,suburban,22400,434.53690660287987,0.0023013004990020164,26,500,3,5G,macro,8x8,174.0,-141.0,-151.29627884007297,-55.51,0.0,0.0,0.0
10_percentile,suburban,23200,466.12951333293626,0.0021453265056094895,0.7,10,3,5G,macro,8x8,145.0,-112.0,-122.26326593189265,-9.52,0.0,0.0,0.0
10_percentile,suburban,23200,466.12951333293626,0.0021453265056094895,0.8,10,3,4G,macro,1x1,146.0,-115.0,-121.99978290702776,-12.52,0.0,0.0,0.0
10_percentile,suburban,23200,466.12951333293626,0.0021453265056094895,2.6,10,3,4G,macro,1x1,155.0,-122.0,-132.25959783098372,-19.52,0.0,0.0,0.0
10_percentile,suburban,23200,466.12951333293626,0.0021453265056094895,3.5,50,3,5G,macro,8x8,156.0,-124.0,-135.29627884007297,-28.51,0.0,0.0,0.0
10_percentile,suburban,23200,466.12951333293626,0.0021453265056094895,3.7,50,3,5G,macro,8x8,158.0,-125.0,-135.25959783098372,-29.51,0.0,0.0,0.0
10_percentile,suburban,23200,466.12951333293626,0.0021453265056094895,26,500,3,5G,macro,8x8,175.0,-142.0,-152.25959783098375,-56.50999999999999,0.0,0.0,0.0
10_percentile,suburban,24000,498.8306325798366,0.002004688434686201,0.7,10,3,5G,macro,8x8,145.0,-112.0,-123.25924267669222,-9.52,0.0,0.0,0.0
10_percentile,suburban,24000,498.8306325798366,0.002004688434686201,0.8,10,3,4G,macro,1x1,147.0,-115.0,-122.26326593189265,-12.52,0.0,0.0,0.0
10_percentile,suburban,24000,498.8306325798366,0.002004688434686201,2.6,10,3,4G,macro,1x1,156.0,-123.0,-132.99978290702776,-20.52,0.0,0.0,0.0
10_percentile,suburban,24000,498.8306325798366,0.002004688434686201,3.5,50,3,5G,macro,8x8,156.0,-124.0,-136.25959783098372,-28.51,0.0,0.0,0.0
10_percentile,suburban,24000,498.8306325798366,0.002004688434686201,3.7,50,3,5G,macro,8x8,159.0,-126.0,-135.99978290702776,-30.51,0.0,0.0,0.0
10_percentile,suburban,24000,498.8306325798366,0.002004688434686201,26,500,3,5G,macro,8x8,176.0,-143.0,-152.99978290702776,-57.51,0.0,0.0,0.0
10_percentile,suburban,24800,532.6402643435812,0.0018774397411213115,0.7,10,3,5G,macro,8x8,146.0,-113.0,-123.29627884007299,-10.52,0.0,0.0,0.0
10_percentile,suburban,24800,532.6402643435812,0.0018774397411213115,0.8,10,3,4G,macro,1x1,147.0,-116.0,-122.99978290702776,-13.52,0.0,0.0,0.0
10_percentile,suburban,24800,532.6402643435812,0.0018774397411213115,2.6,10,3,4G,macro,1x1,156.0,-123.0,-133.25959783098372,-20.52,0.0,0.0,0.0
10_percentile,suburban,24800,532.6402643435812,0.0018774397411213115,3.5,50,3,5G,macro,8x8,157.0,-125.0,-136.99978290702776,-29.51,0.0,0.0,0.0
10_percentile,suburban,24800,532.6402643435812,0.0018774397411213115,3.7,50,3,5G,macro,8x8,159.0,-126.0,-136.26326593189265,-30.51,0.0,0.0,0.0
10_percentile,suburban,24800,532.6402643435812,0.0018774397411213115,26,500,3,5G,macro,8x8,176.0,-143.0,-153.25959783098372,-57.51,0.0,0.0,0.0
10_percentile,suburban,25600,567.5584086241697,0.0017619331945484184,0.7,10,3,5G,macro,8x8,146.0,-113.0,-124.25959783098372,-10.52,0.0,0.0,0.0
10_percentile,suburban,25600,567.5584086241697,0.0017619331945484184,0.8,10,3,4G,macro,1x1,148.0,-116.0,-123.26326593189265,-13.52,0.0,0.0,0.0
10_percentile,suburban,25600,567.5584086241697,0.0017619331945484184,2.6,10,3,4G,macro,1x1,157.0,-124.0,-133.99978290702776,-21.52,0.0,0.0,0.0
10_percentile,suburban,25600,567.5584086241697,0.0017619331945484184,3.5,50,3,5G,macro,8x8,157.0,-125.0,-137.25959783098372,-29.51,0.0,0.0,0.0
10_percentile,suburban,25600,567.5584086241697,0.0017619331945484184,3.7,50,3,5G,macro,8x8,160.0,-127.0,-136.99978290702776,-31.51,0.0,0.0,0.0
10_percentile,suburban,25600,567.5584086241697,0.0017619331945484184,26,500,3,5G,macro,8x8,177.0,-144.0,-153.99978290702776,-58.50999999999999,0.0,0.0,0.0
10_percentile,suburban,26400,603.5850654216024,0.0016567673013935542,0.7,10,3,5G,macro,8x8,147.0,-114.0,-124.29627884007299,-11.52,0.0,0.0,0.0
10_percentile,suburban,26400,603.5850654216024,0.0016567673013935542,0.8,10,3,4G,macro,1x1,148.0,-117.0,-124.25924267669222,-14.52,0.0,0.0,0.0
10_percentile,suburban,26400,603.5850654216024,0.0016567673013935542,2.6,10,3,4G,macro,1x1,157.0,-124.0,-134.26326593189265,-21.52,0.0,0.0,0.0
10_percentile,suburban,26400,603.5850654216024,0.0016567673013935542,3.5,50,3,5G,macro,8x8,158.0,-126.0,-137.99978290702776,-30.51,0.0,0.0,0.0
10_percentile,suburban,26400,603.5850654216024,0.0016567673013935542,3.7,50,3,5G,macro,8x8,160.0,-127.0,-137.26326593189265,-31.51,0.0,0.0,0.0
10_percentile,suburban,26400,603.5850654216024,0.0016567673013935542,26,500,3,5G,macro,8x8,177.0,-144.0,-154.26326593189265,-58.50999999999999,0.0,0.0,0.0
10_percentile,suburban,27200,640.7202347358791,0.0015607435910186683,0.7,10,3,5G,macro,8x8,147.0,-114.0,-125.25959783098372,-11.52,0.0,0.0,0.0
10_percentile,suburban,27200,640.7202347358791,0.0015607435910186683,0.8,10,3,4G,macro,1x1,149.0,-117.0,-124.26326593189265,-14.52,0.0,0.0,0.0
10_percentile,suburban,27200,640.7202347358791,0.0015607435910186683,2.6,10,3,4G,macro,1x1,158.0,-125.0,-134.99978290702776,-22.52,0.0,0.0,0.0
10_percentile,suburban,27200,640.7202347358791,0.0015607435910186683,3.5,50,3,5G,macro,8x8,158.0,-126.0,-138.25959783098372,-30.51,0.0,0.0,0.0
10_percentile,suburban,27200,640.7202347358791,0.0015607435910186683,3.7,50,3,5G,macro,8x8,161.0,-128.0,-137.99978290702776,-32.51,0.0,0.0,0.0
10_percentile,suburban,27200,640.7202347358791,0.0015607435910186683,26,500,3,5G,macro,8x8,178.0,-145.0,-154.99978290702776,-59.51,0.0,0.0,0.0
10_percentile,suburban,28000,678.963916567,0.00147283231936129,0.7,10,3,5G,macro,8x8,148.0,-115.0,-125.29627884007299,-12.52,0.0,0.0,0.0
10_percentile,suburban,28000,678.963916567,0.00147283231936129,0.8,10,3,4G,macro,1x1,149.0,-118.0,-124.99997828581876,-15.52,0.0,0.0,0.0
10_percentile,suburban,28000,678.963916567,0.00147283231936129,2.6,10,3,4G,macro,1x1,158.0,-125.0,-135.26326593189265,-22.52,0.0,0.0,0.0
10_percentile,suburban,28000,678.963916567,0.00147283231936129,3.5,50,3,5G,macro,8x8,159.0,-127.0,-138.99978290702776,-31.51,0.0,0.0,0.0
10_percentile,suburban,28000,678.963916567,0.00147283231936129,3.7,50,3,5G,macro,8x8,161.0,-128.0,-138.26326593189265,-32.51,0.0,0.0,0.0
10_percentile,suburban,28000,678.963916567,0.00147283231936129,26,500,3,5G,macro,8x8,178.0,-145.0,-155.26326593189265,-59.51,0.0,0.0,0.0
10_percentile,suburban,28800,718.3161109149648,0.0013921447463098615,0.7,10,3,5G,macro,8x8,148.0,-115.0,-126.25959783098372,-12.52,0.0,0.0,0.0
10_percentile,suburban,28800,718.3161109149648,0.0013921447463098615,0.8,10,3,4G,macro,1x1,150.0,-118.0,-125.26326593189265,-15.52,0.0,0.0,0.0
10_percentile,suburban,28800,718.3161109149648,0.0013921447463098615,2.6,10,3,4G,macro,1x1,159.0,-126.0,-135.99978290702776,-23.52,0.0,0.0,0.0
10_percentile,suburban,28800,718.3161109149648,0.0013921447463098615,3.5,50,3,5G,macro,8x8,159.0,-127.0,-139.25959783098372,-31.51,0.0,0.0,0.0
10_percentile,suburban,28800,718.3161109149648,0.0013921447463098615,3.7,50,3,5G,macro,8x8,162.0,-129.0,-138.99978290702776,-33.51,0.0,0.0,0.0
10_percentile,suburban,28800,718.3161109149648,0.0013921447463098615,26,500,3,5G,macro,8x8,179.0,-146.0,-155.99978290702776,-60.50999999999999,0.0,0.0,0.0
10_percentile,suburban,29600,758.7768177797738,0.001317910585257546,0.7,10,3,5G,macro,8x8,149.0,-116.0,-126.29627884007297,-13.52,0.0,0.0,0.0
10_percentile,suburban,29600,758.7768177797738,0.001317910585257546,0.8,10,3,4G,macro,1x1,150.0,-119.0,-125.99978290702776,-16.52,0.0,0.0,0.0
10_percentile,suburban,29600,758.7768177797738,0.001317910585257546,2.6,10,3,4G,macro,1x1,159.0,-126.0,-136.25959783098372,-23.52,0.0,0.0,0.0
10_percentile,suburban,29600,758.7768177797738,0.001317910585257546,3.5,50,3,5G,macro,8x8,160.0,-128.0,-139.99978290702776,-32.51,0.0,0.0,0.0
10_percentile,suburban,29600,758.7768177797738,0.001317910585257546,3.7,50,3,5G,macro,8x8,162.0,-129.0,-139.26326593189265,-33.51,0.0,0.0,0.0
10_percentile,suburban,29600,758.7768177797738,0.001317910585257546,26,500,3,5G,macro,8x8,179.0,-146.0,-156.25959783098372,-60.50999999999999,0.0,0.0,0.0
10_percentile,suburban,30400,800.3460371614268,0.0012494595507046957,0.7,10,3,5G,macro,8x8,149.0,-116.0,-127.25924267669222,-13.52,0.0,0.0,0.0
10_percentile,suburban,30400,800.3460371614268,0.0012494595507046957,0.8,10,3,4G,macro,1x1,151.0,-119.0,-126.26326593189265,-16.52,0.0,0.0,0.0
10_percentile,suburban,30400,800.3460371614268,0.0012494595507046957,2.6,10,3,4G,macro,1x1,160.0,-127.0,-136.99978290702776,-24.52,0.0,0.0,0.0
10_percentile,suburban,30400,800.3460371614268,0.0012494595507046957,3.5,50,3,5G,macro,8x8,160.0,-128.0,-140.25959783098372,-32.51,0.0,0.0,0.0
